0 -0.122023
1 -0.0848174
2 1.54486
3 0.369554
4 0.139245
5 0.00883194
6 -0.123813
7 0.707595
8 -0.415859
9 0.171177
10 0.678346
11 1.20301
12 -0.719328
13 0.540704
14 0.73992
15 -0.912337
16 0.105543
17 -0.220977
18 -1.02753
19 0.0118143
20 -0.106633
21 -0.349902
22 -0.426563
23 -0.714592
24 0.41986
25 -0.887693
26 -0.649787
27 -0.464416
28 -0.158978
29 0.382279
30 -0.205595
31 0.0460271
32 -0.0781549
33 0.0891981
34 0.225929
35 -0.308693
36 0.0465473
37 -0.286856
38 -0.747784
39 0.0618314
40 -0.623256
41 -0.0460838
42 0.652538
43 0.19578
44 0.454495
45 -1.51404
46 -0.00576036
47 -0.632272
48 0.763867
49 0.235034
50 0.203631
51 -1.72379
52 -0.0947487
53 -0.0469887
54 -1.08916
55 0.13259
56 0.845892
57 0.910765
58 -0.132892
59 1.13524
60 -0.0244038
61 -0.295963
62 0.285415
63 0.170262
64 -0.247416
65 0.0872368
66 -0.896734
67 0.344831
68 -0.637523
69 1.51568
70 -0.103077
71 0.0210522
72 -0.0271974
73 -0.183748
74 -0.0179726
75 -0.498753
76 -0.363529
77 0.393539
78 -0.982319
79 0.2362
80 -1.24203
81 -0.0762962
82 0.19197
83 0.0982365
84 -0.626187
85 -0.168395
86 -0.235115
87 -1.11434
88 0.71115
89 -0.0770278
90 -0.19587
91 0.291389
92 -0.683748
93 0.155809
94 1.05244
95 0.16063
96 0.493029
97 -0.867733
98 0.407703
99 0.992281
