-5 2.62457e-08 1.79001e-07 8.31191e-07 -3.08929e-06 9.67642e-06 -2.62035e-05
-4.98999 5.25545e-08 3.58397e-07 1.66405e-06 -6.18416e-06 1.93683e-05 -5.24437e-05
-4.97998 7.8989e-08 5.38578e-07 2.50022e-06 -9.29012e-06 2.90911e-05 -7.87569e-05
-4.96997 1.05612e-07 7.19935e-07 3.34135e-06 -1.24126e-05 3.886e-05 -0.000105179
-4.95996 1.32485e-07 9.02856e-07 4.18908e-06 -1.55572e-05 4.869e-05 -0.000131746
-4.94995 1.59672e-07 1.08773e-06 5.04504e-06 -1.87292e-05 5.85961e-05 -0.000158492
-4.93994 1.87234e-07 1.27495e-06 5.91085e-06 -2.1934e-05 6.85932e-05 -0.000185452
-4.92993 2.15235e-07 1.46489e-06 6.78815e-06 -2.51771e-05 7.86962e-05 -0.000212662
-4.91992 2.43738e-07 1.65797e-06 7.67858e-06 -2.84639e-05 8.89199e-05 -0.000240155
-4.90991 2.72807e-07 1.85456e-06 8.58378e-06 -3.17997e-05 9.9279e-05 -0.000267966
-4.8999 3.02508e-07 2.05507e-06 9.50541e-06 -3.519e-05 0.000109788 -0.000296129
-4.88989 3.32905e-07 2.25991e-06 1.04451e-05 -3.86404e-05 0.000120463 -0.000324678
-4.87988 3.64066e-07 2.46947e-06 1.14047e-05 -4.21562e-05 0.000131318 -0.000353647
-4.86987 3.96059e-07 2.68419e-06 1.23857e-05 -4.5743e-05 0.000142367 -0.00038307
-4.85986 4.28952e-07 2.90447e-06 1.33899e-05 -4.94065e-05 0.000153626 -0.000412981
-4.84985 4.62817e-07 3.13074e-06 1.44191e-05 -5.31522e-05 0.000165111 -0.000443414
-4.83984 4.97725e-07 3.36345e-06 1.54751e-05 -5.6986e-05 0.000176836 -0.000474404
-4.82983 5.33751e-07 3.60303e-06 1.65597e-05 -6.09135e-05 0.000188816 -0.000505984
-4.81982 5.7097e-07 3.84995e-06 1.76746e-05 -6.49407e-05 0.000201067 -0.000538189
-4.80981 6.0946e-07 4.10467e-06 1.88218e-05 -6.90736e-05 0.000213605 -0.000571054
-4.7998 6.49301e-07 4.36766e-06 2.00032e-05 -7.33181e-05 0.000226446 -0.000604614
-4.78979 6.90574e-07 4.63942e-06 2.12208e-05 -7.76804e-05 0.000239605 -0.000638902
-4.77978 7.33365e-07 4.92043e-06 2.24765e-05 -8.21669e-05 0.000253099 -0.000673955
-4.76977 7.77759e-07 5.21123e-06 2.37724e-05 -8.67838e-05 0.000266944 -0.000709808
-4.75976 8.23848e-07 5.51233e-06 2.51105e-05 -9.15378e-05 0.000281157 -0.000746497
-4.74975 8.71722e-07 5.82427e-06 2.64931e-05 -9.64353e-05 0.000295754 -0.000784058
-4.73974 9.21479e-07 6.14763e-06 2.79223e-05 -0.000101483 0.000310754 -0.000822527
-4.72973 9.73215e-07 6.48296e-06 2.94003e-05 -0.000106688 0.000326173 -0.000861941
-4.71972 1.02703e-06 6.83086e-06 3.09295e-05 -0.000112058 0.000342028 -0.000902337
-4.70971 1.08304e-06 7.19195e-06 3.25122e-05 -0.000117599 0.000358339 -0.000943753
-4.6997 1.14135e-06 7.56685e-06 3.41509e-05 -0.000123319 0.000375123 -0.000986226
-4.68969 1.20206e-06 7.95621e-06 3.58481e-05 -0.000129225 0.000392399 -0.00102979
-4.67968 1.2653e-06 8.3607e-06 3.76062e-05 -0.000135326 0.000410186 -0.0010745
-4.66967 1.33119e-06 8.78101e-06 3.94281e-05 -0.000141629 0.000428503 -0.00112037
-4.65966 1.39985e-06 9.21785e-06 4.13163e-05 -0.000148142 0.00044737 -0.00116746
-4.64965 1.47142e-06 9.67196e-06 4.32737e-05 -0.000154873 0.000466807 -0.00121581
-4.63964 1.54602e-06 1.01441e-05 4.53032e-05 -0.000161831 0.000486834 -0.00126544
-4.62963 1.6238e-06 1.06351e-05 4.74076e-05 -0.000169025 0.000507472 -0.00131642
-4.61962 1.7049e-06 1.11456e-05 4.95901e-05 -0.000176463 0.000528742 -0.00136876
-4.60961 1.78948e-06 1.16767e-05 5.18538e-05 -0.000184155 0.000550666 -0.00142253
-4.5996 1.87768e-06 1.22291e-05 5.42018e-05 -0.000192109 0.000573267 -0.00147776
-4.58959 1.96967e-06 1.28037e-05 5.66377e-05 -0.000200337 0.000596565 -0.00153449
-4.57958 2.06562e-06 1.34014e-05 5.91646e-05 -0.000208846 0.000620585 -0.00159277
-4.56957 2.1657e-06 1.40233e-05 6.17862e-05 -0.000217648 0.000645349 -0.00165264
