0 0
0.01 356
0.02 194
0.03 135
0.04 104
0.05 84
0.06 71
0.07 61
0.08 54
0.09 48
0.1 43
0.11 39
0.12 36
0.13 33
0.14 31
0.15 28
0.16 27
0.17 25
0.18 23
0.19 22
0.2 21
0.21 20
0.22 18
0.23 17
0.24 17
0.25 16
0.26 15
0.27 14
0.28 14
0.29 13
0.3 12
0.31 12
0.32 11
0.33 11
0.34 10
0.35 10
0.36 9
0.37 9
0.38 8
0.39 8
0.4 7
0.41 7
0.42 7
0.43 6
0.44 6
0.45 6
0.46 5
0.47 5
0.48 4
0.49 4
0.5 3
0.51 2
0.52 3
0.53 4
0.54 4
0.55 5
0.56 5
0.57 6
0.58 6
0.59 7
0.6 7
0.61 7
0.62 8
0.63 8
0.64 9
0.65 9
0.66 10
0.67 10
0.68 11
0.69 11
0.7 12
0.71 13
0.72 13
0.73 14
0.74 15
0.75 16
0.76 16
0.77 17
0.78 18
0.79 19
0.8 21
0.81 22
0.82 23
0.83 25
0.84 27
0.85 29
0.86 31
0.87 33
0.88 36
0.89 39
0.9 43
0.91 48
0.92 53
0.93 59
0.94 68
0.95 78
0.96 92
0.97 111
0.98 139
0.99 186
