0 5 0
0.01 5 -0.0370041
0.02 4.99963 -0.0733662
0.03 4.99889 -0.109095
0.04 4.99779 -0.144198
0.05 4.99635 -0.178684
0.06 4.99455 -0.21256
0.07 4.99241 -0.245836
0.08 4.98994 -0.278519
0.09 4.98714 -0.310616
0.1 4.98402 -0.342135
0.11 4.98058 -0.373085
0.12 4.97683 -0.403472
0.13 4.97278 -0.433304
0.14 4.96842 -0.462588
0.15 4.96377 -0.491333
0.16 4.95884 -0.519544
0.17 4.95362 -0.547229
0.18 4.94812 -0.574395
0.19 4.94234 -0.601049
0.2 4.9363 -0.627197
0.21 4.93 -0.652848
0.22 4.92344 -0.678006
0.23 4.91662 -0.70268
0.24 4.90956 -0.726875
0.25 4.90226 -0.750598
0.26 4.89471 -0.773855
0.27 4.88693 -0.796653
0.28 4.87893 -0.818998
0.29 4.8707 -0.840895
0.3 4.86225 -0.862352
0.31 4.85358 -0.883374
0.32 4.8447 -0.903968
0.33 4.83562 -0.924138
0.34 4.82633 -0.943891
0.35 4.81684 -0.963232
0.36 4.80716 -0.982168
0.37 4.79729 -1.0007
0.38 4.78723 -1.01884
0.39 4.77699 -1.0366
0.4 4.76658 -1.05396
0.41 4.75598 -1.07095
0.42 4.74522 -1.08757
0.43 4.73429 -1.10382
0.44 4.7232 -1.1197
0.45 4.71194 -1.13523
0.46 4.70053 -1.15041
0.47 4.68897 -1.16523
0.48 4.67726 -1.17972
0.49 4.66541 -1.19386
0.5 4.65341 -1.20768
0.51 4.64127 -1.22116
0.52 4.629 -1.23432
0.53 4.61659 -1.24717
0.54 4.60406 -1.25969
0.55 4.5914 -1.27191
0.56 4.57861 -1.28382
0.57 4.56571 -1.29543
0.58 4.55269 -1.30674
0.59 4.53956 -1.31777
0.6 4.52632 -1.3285
0.61 4.51296 -1.33895
0.62 4.49951 -1.34911
0.63 4.48595 -1.35901
0.64 4.47229 -1.36863
0.65 4.45853 -1.37798
0.66 4.44469 -1.38706
0.67 4.43075 -1.39589
0.68 4.41672 -1.40446
0.69 4.4026 -1.41278
0.7 4.3884 -1.42085
0.71 4.37412 -1.42868
0.72 4.35976 -1.43626
0.73 4.34533 -1.44361
0.74 4.33082 -1.45072
0.75 4.31624 -1.4576
0.76 4.30159 -1.46425
0.77 4.28688 -1.47068
0.78 4.2721 -1.47689
0.79 4.25725 -1.48288
0.8 4.24235 -1.48866
0.81 4.22739 -1.49423
0.82 4.21237 -1.49959
0.83 4.1973 -1.50474
0.84 4.18218 -1.5097
0.85 4.167 -1.51445
0.86 4.15178 -1.51902
0.87 4.13652 -1.52339
0.88 4.12121 -1.52757
0.89 4.10586 -1.53156
0.9 4.09046 -1.53538
0.91 4.07503 -1.53901
0.92 4.05956 -1.54247
0.93 4.04406 -1.54575
0.94 4.02853 -1.54886
0.95 4.01296 -1.5518
0.96 3.99737 -1.55457
0.97 3.98174 -1.55718
0.98 3.96609 -1.55963
0.99 3.95042 -1.56192
1 3.93472 -1.56406
1.01 3.919 -1.56604
1.02 3.90326 -1.56787
1.03 3.8875 -1.56956
1.04 3.87173 -1.57109
1.05 3.85594 -1.57249
1.06 3.84014 -1.57374
1.07 3.82432 -1.57486
1.08 3.80849 -1.57583
1.09 3.79266 -1.57668
1.1 3.77681 -1.57739
1.11 3.76096 -1.57797
1.12 3.7451 -1.57843
1.13 3.72923 -1.57876
1.14 3.71337 -1.57896
1.15 3.6975 -1.57905
1.16 3.68163 -1.57902
1.17 3.66576 -1.57887
1.18 3.64989 -1.5786
1.19 3.63403 -1.57822
1.2 3.61816 -1.57773
1.21 3.60231 -1.57714
1.22 3.58646 -1.57643
1.23 3.57061 -1.57562
1.24 3.55478 -1.57471
1.25 3.53895 -1.5737
1.26 3.52314 -1.57258
1.27 3.50733 -1.57137
1.28 3.49154 -1.57006
1.29 3.47576 -1.56866
1.3 3.45999 -1.56717
1.31 3.44424 -1.56558
1.32 3.42851 -1.56391
1.33 3.41279 -1.56215
1.34 3.39709 -1.5603
1.35 3.38141 -1.55837
1.36 3.36575 -1.55636
1.37 3.35011 -1.55426
1.38 3.33449 -1.55209
1.39 3.31889 -1.54983
1.4 3.30331 -1.54751
1.41 3.28776 -1.5451
1.42 3.27223 -1.54263
1.43 3.25673 -1.54008
1.44 3.24125 -1.53746
1.45 3.2258 -1.53477
1.46 3.21037 -1.53201
1.47 3.19498 -1.52919
1.48 3.17961 -1.5263
1.49 3.16427 -1.52335
1.5 3.14896 -1.52034
1.51 3.13368 -1.51727
1.52 3.11843 -1.51413
1.53 3.10321 -1.51094
1.54 3.08803 -1.50769
1.55 3.07287 -1.50438
1.56 3.05776 -1.50102
1.57 3.04267 -1.49761
1.58 3.02762 -1.49414
1.59 3.0126 -1.49063
1.6 2.99762 -1.48706
1.61 2.98268 -1.48344
1.62 2.96777 -1.47978
1.63 2.9529 -1.47606
1.64 2.93806 -1.47231
1.65 2.92326 -1.46851
1.66 2.9085 -1.46466
1.67 2.89378 -1.46077
1.68 2.8791 -1.45684
1.69 2.86446 -1.45287
1.7 2.84986 -1.44886
1.71 2.8353 -1.44482
1.72 2.82078 -1.44073
1.73 2.8063 -1.43661
1.74 2.79186 -1.43245
1.75 2.77746 -1.42826
1.76 2.76311 -1.42403
1.77 2.7488 -1.41978
1.78 2.73453 -1.41548
1.79 2.7203 -1.41116
1.8 2.70612 -1.40681
1.81 2.69198 -1.40243
1.82 2.67789 -1.39802
1.83 2.66384 -1.39358
1.84 2.64983 -1.38911
1.85 2.63587 -1.38462
1.86 2.62196 -1.38011
