-7 -7 0
-7 -6.86 0
-7 -6.72 0
-7 -6.58 0
-7 -6.44 0
-7 -6.3 0
-7 -6.16 0
-7 -6.02 0
-7 -5.88 0
-7 -5.74 0
-7 -5.6 0
-7 -5.46 0
-7 -5.32 0
-7 -5.18 0
-7 -5.04 0
-7 -4.9 0
-7 -4.76 0
-7 -4.62 0
-7 -4.48 0
-7 -4.34 0
-7 -4.2 0
-7 -4.06 0
-7 -3.92 0
-7 -3.78 0
-7 -3.64 0
-7 -3.5 0
-7 -3.36 0
-7 -3.22 0
-7 -3.08 0
-7 -2.94 0
-7 -2.8 0
-7 -2.66 0
-7 -2.52 0
-7 -2.38 0
-7 -2.24 0
-7 -2.1 0
-7 -1.96 0
-7 -1.82 0
-7 -1.68 0
-7 -1.54 0
-7 -1.4 0
-7 -1.26 0
-7 -1.12 0
-7 -0.98 0
-7 -0.84 0
-7 -0.7 0
-7 -0.56 0
-7 -0.42 0
-7 -0.28 0
-7 -0.14 0
-7 8.88178e-16 0
-7 0.14 0
-7 0.28 0
-7 0.42 0
-7 0.56 0
-7 0.7 0
-7 0.84 0
-7 0.98 0
-7 1.12 0
-7 1.26 0
-7 1.4 0
-7 1.54 0
-7 1.68 0
-7 1.82 0
-7 1.96 0
-7 2.1 0
-7 2.24 0
-7 2.38 0
-7 2.52 0
-7 2.66 0
-7 2.8 0
-7 2.94 0
-7 3.08 0
-7 3.22 0
-7 3.36 0
-7 3.5 0
-7 3.64 0
-7 3.78 0
-7 3.92 0
-7 4.06 0
-7 4.2 0
-7 4.34 0
-7 4.48 0
-7 4.62 0
-7 4.76 0
-7 4.9 0
-7 5.04 0
-7 5.18 0
-7 5.32 0
-7 5.46 0
-7 5.6 0
-7 5.74 0
-7 5.88 0
-7 6.02 0
-7 6.16 0
-7 6.3 0
-7 6.44 0
-7 6.58 0
-7 6.72 0
-7 6.86 0
-6.86 -7 0
-6.86 -6.86 -0.190674
-6.86 -6.72 -0.342197
-6.86 -6.58 -0.470089
-6.86 -6.44 -0.581662
-6.86 -6.3 -0.68093
-6.86 -6.16 -0.770376
-6.86 -6.02 -0.851677
-6.86 -5.88 -0.926042
-6.86 -5.74 -0.994382
-6.86 -5.6 -1.05741
-6.86 -5.46 -1.11571
-6.86 -5.32 -1.16975
-6.86 -5.18 -1.21993
-6.86 -5.04 -1.26659
-6.86 -4.9 -1.31002
-6.86 -4.76 -1.35048
-6.86 -4.62 -1.3882
-6.86 -4.48 -1.42337
-6.86 -4.34 -1.45618
-6.86 -4.2 -1.48679
-6.86 -4.06 -1.51534
-6.86 -3.92 -1.54197
-6.86 -3.78 -1.56679
-6.86 -3.64 -1.58991
-6.86 -3.5 -1.61145
-6.86 -3.36 -1.63149
-6.86 -3.22 -1.65011
-6.86 -3.08 -1.6674
-6.86 -2.94 -1.68343
-6.86 -2.8 -1.69826
-6.86 -2.66 -1.71195
-6.86 -2.52 -1.72457
-6.86 -2.38 -1.73616
-6.86 -2.24 -1.74678
-6.86 -2.1 -1.75646
-6.86 -1.96 -1.76524
-6.86 -1.82 -1.77317
-6.86 -1.68 -1.78027
-6.86 -1.54 -1.78658
-6.86 -1.4 -1.79211
-6.86 -1.26 -1.7969
-6.86 -1.12 -1.80095
-6.86 -0.98 -1.8043
-6.86 -0.84 -1.80694
-6.86 -0.7 -1.8089
-6.86 -0.56 -1.81018
-6.86 -0.42 -1.81079
-6.86 -0.28 -1.81072
-6.86 -0.14 -1.80998
-6.86 8.88178e-16 -1.80856
-6.86 0.14 -1.80645
-6.86 0.28 -1.80366
-6.86 0.42 -1.80016
-6.86 0.56 -1.79594
-6.86 0.7 -1.79099
-6.86 0.84 -1.78527
-6.86 0.98 -1.77877
-6.86 1.12 -1.77145
-6.86 1.26 -1.76329
-6.86 1.4 -1.75425
-6.86 1.54 -1.74429
-6.86 1.68 -1.73336
-6.86 1.82 -1.72142
-6.86 1.96 -1.70842
-6.86 2.1 -1.69429
-6.86 2.24 -1.67896
-6.86 2.38 -1.66238
-6.86 2.52 -1.64445
-6.86 2.66 -1.62509
-6.86 2.8 -1.60421
-6.86 2.94 -1.58169
-6.86 3.08 -1.55742
-6.86 3.22 -1.53126
-6.86 3.36 -1.50305
-6.86 3.5 -1.47263
-6.86 3.64 -1.43978
-6.86 3.78 -1.40427
-6.86 3.92 -1.36583
-6.86 4.06 -1.32409
-6.86 4.2 -1.27865
-6.86 4.34 -1.22896
-6.86 4.48 -1.1743
-6.86 4.62 -1.11364
-6.86 4.76 -1.04545
-6.86 4.9 -0.967192
-6.86 5.04 -0.874013
-6.86 5.18 -0.75515
-6.86 5.32 -0.660455
-6.86 5.46 -0.579155
-6.86 5.6 -0.506397
-6.86 5.74 -0.439607
-6.86 5.88 -0.377219
-6.86 6.02 -0.318178
-6.86 6.16 -0.261713
-6.86 6.3 -0.207221
-6.86 6.44 -0.154208
-6.86 6.58 -0.10225
-6.86 6.72 -0.0509652
-6.86 6.86 0
-6.72 -7 0
-6.72 -6.86 -0.342197
-6.72 -6.72 -0.629796
-6.72 -6.58 -0.878341
-6.72 -6.44 -1.09755
-6.72 -6.3 -1.29367
-6.72 -6.16 -1.47096
-6.72 -6.02 -1.63242
-6.72 -5.88 -1.78031
-6.72 -5.74 -1.91634
-6.72 -5.6 -2.0419
-6.72 -5.46 -2.15808
-6.72 -5.32 -2.26583
-6.72 -5.18 -2.36591
-6.72 -5.04 -2.459
-6.72 -4.9 -2.54567
-6.72 -4.76 -2.62643
-6.72 -4.62 -2.70173
-6.72 -4.48 -2.77196
