0 100
0.5 60.6531
1 36.7879
1.5 22.313
2 13.5335
2.5 8.2085
3 4.97871
3.5 3.01974
4 1.83156
4.5 1.1109
5 0.673795
5.5 0.408677
6 0.247875
6.5 0.150344
7 0.0911882
7.5 0.0553084
8 0.0335463
8.5 0.0203468
9 0.012341
9.5 0.00748518
10 0.00453999
